dataset,alpha,method,seed,version,removed_fact_count,kept_fact_count,removed_true_count,removed_false_count,kept_true_count,kept_false_count,removed_true_indep_count,removed_false_indep_count,removed_true_dep_count,removed_false_dep_count,kept_true_indep_count,kept_false_indep_count,kept_true_dep_count,kept_false_dep_count,released_block_pair_count,released_wrong_block_pair_count,released_correct_block_pair_count,remaining_wrong_block_pair_count,effective_wrong_block_pair_count,dag_F1,dag_SHD,dag_SID,cpdag_F1,cpdag_SHD,cpdag_SID_low,cpdag_SID_high,elapsed_sec,remove_n,fully_released_pair_count_reported,block_edge_mode
sachs,alpha001,ABAPC (bb),2656,bnlearn_abapc_bb_matched10_others_gsq_searchv3_alpha001,69,946,54,15,939,7,51,13,3,2,25,0,914,7,17,0,17,0,0,0.6667,7.0,26.0,0.1667,6.0,4.0,56.0,4.853898763656616,69,9,dynamic
sachs,alpha001,ABAPC (bb),2688,bnlearn_abapc_bb_matched10_others_gsq_searchv3_alpha001,92,874,81,11,874,0,68,11,13,0,7,0,867,0,31,0,31,0,0,0.5366,14.0,31.0,0.2439,12.0,3.0,50.0,25.004968404769897,92,20,dynamic
sachs,alpha001,ABAPC (bb),3199,bnlearn_abapc_bb_matched10_others_gsq_searchv3_alpha001,74,855,63,11,854,1,59,11,4,0,15,0,839,1,24,0,24,0,0,0.4,15.0,39.0,0.15,10.0,16.0,55.0,7.2455222606658936,74,14,dynamic
sachs,alpha001,ABAPC (bb),3578,bnlearn_abapc_bb_matched10_others_gsq_searchv3_alpha001,78,912,67,11,909,3,66,8,1,3,13,0,896,3,27,0,27,0,0,0.4865,11.0,35.0,0.2162,5.0,0.0,56.0,15.618115186691284,78,17,dynamic
sachs,alpha001,ABAPC (bb),7816,bnlearn_abapc_bb_matched10_others_gsq_searchv3_alpha001,94,896,74,20,894,2,69,12,5,8,7,1,887,1,33,0,33,0,0,0.25,23.0,50.0,0.1,21.0,44.0,60.0,112.16843843460083,94,23,dynamic
sachs,alpha001,ABAPC (bb),7977,bnlearn_abapc_bb_matched10_others_gsq_searchv3_alpha001,85,863,68,17,863,0,62,17,6,0,13,0,850,0,28,0,28,0,0,0.5294,10.0,43.0,0.2941,11.0,24.0,46.0,11.468415975570679,85,21,dynamic
sachs,alpha001,ABAPC (bb),8266,bnlearn_abapc_bb_matched10_others_gsq_searchv3_alpha001,79,928,60,19,928,0,56,14,4,5,24,0,904,0,25,0,25,0,0,0.8235,3.0,22.0,0.1176,0.0,0.0,46.0,8.711268186569214,79,19,dynamic
sachs,alpha001,ABAPC (bb-nor),183,bnlearn_abapc_bb_norapprox_matched10_others_gsq_searchv3_alpha001,61,887,52,9,887,0,48,8,4,1,26,0,861,0,17,0,17,0,0,0.4118,10.0,45.0,0.1176,0.0,0.0,46.0,4.126332521438599,61,9,frozen_initial
sachs,alpha001,ABAPC (bb-nor),316,bnlearn_abapc_bb_norapprox_matched10_others_gsq_searchv3_alpha001,84,882,70,14,882,0,64,12,6,2,9,0,873,0,32,0,32,0,0,0.5294,8.0,38.0,0.1176,0.0,0.0,46.0,4.003825664520264,84,21,frozen_initial
sachs,alpha001,ABAPC (bb-nor),2494,bnlearn_abapc_bb_norapprox_matched10_others_gsq_searchv3_alpha001,53,913,42,11,913,0,40,10,2,1,34,0,879,0,15,0,15,0,0,0.6471,6.0,29.0,0.1176,0.0,0.0,46.0,3.8486087322235107,53,10,frozen_initial
sachs,alpha001,ABAPC (bb-nor),2656,bnlearn_abapc_bb_norapprox_matched10_others_gsq_searchv3_alpha001,96,919,74,22,919,0,69,13,5,9,7,0,912,0,31,0,31,0,0,0.6471,6.0,29.0,0.1176,0.0,0.0,46.0,3.9246227741241455,96,19,frozen_initial
sachs,alpha001,ABAPC (bb-nor),2688,bnlearn_abapc_bb_norapprox_matched10_others_gsq_searchv3_alpha001,92,874,81,11,874,0,68,11,13,0,7,0,867,0,31,0,31,0,0,0.7059,5.0,21.0,0.1176,0.0,0.0,46.0,4.038113355636597,92,20,frozen_initial
sachs,alpha001,ABAPC (bb-nor),3199,bnlearn_abapc_bb_norapprox_matched10_others_gsq_searchv3_alpha001,85,844,73,12,844,0,67,11,6,1,7,0,837,0,32,0,32,0,0,0.5882,7.0,35.0,0.1176,0.0,0.0,46.0,4.15900182723999,85,19,frozen_initial
sachs,alpha001,ABAPC (bb-nor),3578,bnlearn_abapc_bb_norapprox_matched10_others_gsq_searchv3_alpha001,108,882,94,14,882,0,79,8,15,6,0,0,882,0,38,0,38,0,0,0.5294,8.0,41.0,0.1176,0.0,0.0,46.0,3.965909242630005,108,24,frozen_initial
sachs,alpha001,ABAPC (bb-nor),7816,bnlearn_abapc_bb_norapprox_matched10_others_gsq_searchv3_alpha001,109,881,87,22,881,0,76,13,11,9,0,0,881,0,38,0,38,0,0,0.8235,3.0,15.0,0.1176,0.0,0.0,46.0,4.129410266876221,109,24,frozen_initial
sachs,alpha001,ABAPC (bb-nor),7977,bnlearn_abapc_bb_norapprox_matched10_others_gsq_searchv3_alpha001,85,863,68,17,863,0,62,17,6,0,13,0,850,0,28,0,28,0,0,0.7059,5.0,29.0,0.1176,0.0,0.0,46.0,4.0603485107421875,85,21,frozen_initial
sachs,alpha001,ABAPC (bb-nor),8266,bnlearn_abapc_bb_norapprox_matched10_others_gsq_searchv3_alpha001,79,928,60,19,928,0,56,14,4,5,24,0,904,0,25,0,25,0,0,0.7647,4.0,25.0,0.1176,0.0,0.0,46.0,3.9338817596435547,79,19,frozen_initial
child,alpha005,ABAPC (nor),183,child_abapc_nor_matched10_gsq_graphmetrics,2407,4167,1804,603,4167,0,778,433,1026,170,0,0,4167,0,165,0,165,0,0,0.88,3.0,42.0,0.8,3.0,41.0,268.0,681.4938571453094,2407,65,
child,alpha005,ABAPC (nor),316,child_abapc_nor_matched10_gsq_graphmetrics,2188,4129,1643,545,4129,0,800,422,843,123,0,0,4129,0,165,0,165,0,0,0.92,2.0,41.0,0.8,3.0,41.0,268.0,581.2523605823517,2188,71,
child,alpha005,ABAPC (nor),2494,child_abapc_nor_matched10_gsq_graphmetrics,2336,4126,1664,672,4126,0,743,477,921,195,0,0,4126,0,165,0,165,0,0,0.84,4.0,62.0,0.84,0.0,0.0,288.0,609.950395822525,2336,70,
child,alpha005,ABAPC (nor),2656,child_abapc_nor_matched10_gsq_graphmetrics,2413,4193,1743,670,4193,0,736,469,1007,201,0,0,4193,0,165,0,165,0,0,0.92,2.0,43.0,0.84,0.0,0.0,288.0,589.3986830711365,2413,73,
child,alpha005,ABAPC (nor),2688,child_abapc_nor_matched10_gsq_graphmetrics,2228,4165,1699,529,4165,0,768,385,931,144,0,0,4165,0,165,0,165,0,0,0.88,3.0,42.0,0.8,3.0,41.0,268.0,570.3266541957855,2228,73,
child,alpha005,ABAPC (nor),3199,child_abapc_nor_matched10_gsq_graphmetrics,2118,4439,1516,602,4439,0,816,484,700,118,2,0,4437,0,163,0,163,0,0,0.92,2.0,44.0,0.84,0.0,0.0,288.0,575.1913466453552,2118,63,
child,alpha005,ABAPC (nor),3578,child_abapc_nor_matched10_gsq_graphmetrics,2160,3964,1592,568,3964,0,802,449,790,119,0,0,3964,0,165,0,165,0,0,0.88,3.0,46.0,0.84,0.0,0.0,288.0,501.5512614250183,2160,68,
child,alpha005,ABAPC (nor),7816,child_abapc_nor_matched10_gsq_graphmetrics,1940,4419,1343,597,4419,0,738,404,605,193,0,0,4419,0,165,0,165,0,0,0.92,2.0,42.0,0.84,0.0,0.0,288.0,424.60011744499207,1940,60,
child,alpha005,ABAPC (nor),7977,child_abapc_nor_matched10_gsq_graphmetrics,2130,4208,1565,565,4206,2,803,406,762,159,0,0,4206,2,164,0,164,0,0,0.902,3.0,41.0,0.7843,4.0,41.0,287.0,606.3017210960388,2130,66,
child,alpha005,ABAPC (nor),8266,child_abapc_nor_matched10_gsq_graphmetrics,2474,4267,1899,575,4266,1,789,415,1110,160,0,0,4266,1,165,0,165,0,0,0.84,4.0,64.0,0.76,6.0,63.0,189.0,676.9034118652344,2474,72,
child,alpha005,ABAPC (bb),183,child_abapc_bb_matched10_gsq_searchv3_graphmetrics,1789,4785,1225,564,4746,39,763,433,462,131,15,0,4731,39,160,0,160,0,0,0.2112,119.0,94.0,0.2609,119.0,24.0,222.0,27057.321034908295,1789,44,dynamic
child,alpha005,ABAPC (bb),316,child_abapc_bb_matched10_gsq_searchv3_graphmetrics,1911,4406,1384,527,4388,18,800,421,584,106,0,1,4388,17,164,0,164,0,0,0.0856,158.0,205.0,0.0963,160.0,154.0,278.0,28352.30514907837,1911,56,dynamic
child,alpha005,ABAPC (bb),2494,child_abapc_bb_matched10_gsq_searchv3_graphmetrics,1935,4527,1285,650,4505,22,738,477,547,173,5,0,4500,22,163,0,163,0,0,0.1848,142.0,95.0,0.163,147.0,32.0,250.0,28823.088493347168,1935,52,dynamic
child,alpha005,ABAPC (bb),2656,child_abapc_bb_matched10_gsq_searchv3_graphmetrics,1904,4702,1268,636,4668,34,723,468,545,168,13,1,4655,33,160,0,160,0,0,0.2449,104.0,73.0,0.1905,113.0,41.0,311.0,27767.0095846653,1904,46,dynamic
child,alpha005,ABAPC (bb),2688,child_abapc_bb_matched10_gsq_searchv3_graphmetrics,1737,4656,1225,512,4639,17,739,384,486,128,29,1,4610,16,161,0,161,0,0,0.2303,121.0,63.0,0.2182,129.0,46.0,196.0,22586.184118270874,1737,54,dynamic
child,alpha005,ABAPC (bb),3199,child_abapc_bb_matched10_gsq_searchv3_graphmetrics,1893,4664,1296,597,4659,5,808,484,488,113,10,0,4649,5,160,0,160,0,0,0.1928,125.0,131.0,0.1807,125.0,102.0,216.0,33374.313096523285,1893,54,dynamic
child,alpha005,ABAPC (bb),3578,child_abapc_bb_matched10_gsq_searchv3_graphmetrics,1945,4179,1385,560,4171,8,798,449,587,111,4,0,4167,8,162,0,162,0,0,0.1728,123.0,158.0,0.1728,126.0,52.0,243.0,27035.660469532013,1945,56,dynamic
child,alpha005,ABAPC (bb),7816,child_abapc_bb_matched10_gsq_searchv3_graphmetrics,1789,4570,1207,582,4555,15,736,403,471,179,2,1,4553,14,162,0,162,0,0,0.0978,158.0,177.0,0.1304,159.0,65.0,221.0,18376.235968589783,1789,53,dynamic
child,alpha005,ABAPC (bb),7977,child_abapc_bb_matched10_gsq_searchv3_graphmetrics,1827,4511,1272,555,4499,12,787,405,485,150,16,1,4483,11,158,0,158,0,0,0.2105,112.0,125.0,0.1842,120.0,73.0,270.0,31756.15709400177,1827,54,dynamic
child,alpha005,ABAPC (bb),8266,child_abapc_bb_matched10_gsq_searchv3_graphmetrics,1976,4765,1413,563,4752,13,779,415,634,148,10,0,4742,13,162,0,162,0,0,0.1905,109.0,131.0,0.2041,110.0,0.0,0.0,329.08781933784485,1976,49,dynamic
child,alpha005,ABAPC (bb-nor),183,child_abapc_bb_norapprox_matched10_gsq_searchv3_graphmetrics,2407,4167,1804,603,4167,0,778,433,1026,170,0,0,4167,0,165,0,165,0,0,0.88,3.0,44.0,0.84,0.0,0.0,288.0,104.58200931549072,2407,65,frozen_initial
child,alpha005,ABAPC (bb-nor),316,child_abapc_bb_norapprox_matched10_gsq_searchv3_graphmetrics,2188,4129,1643,545,4129,0,800,422,843,123,0,0,4129,0,165,0,165,0,0,0.84,4.0,69.0,0.8,2.0,47.0,288.0,99.42571544647217,2188,71,frozen_initial
child,alpha005,ABAPC (bb-nor),2494,child_abapc_bb_norapprox_matched10_gsq_searchv3_graphmetrics,2336,4126,1664,672,4126,0,743,477,921,195,0,0,4126,0,165,0,165,0,0,0.96,1.0,27.0,0.8,2.0,27.0,171.0,96.48899221420288,2336,70,frozen_initial
child,alpha005,ABAPC (bb-nor),2656,child_abapc_bb_norapprox_matched10_gsq_searchv3_graphmetrics,2413,4193,1743,670,4193,0,736,469,1007,201,0,0,4193,0,165,0,165,0,0,0.88,3.0,66.0,0.8,3.0,22.0,291.0,103.08880996704102,2413,73,frozen_initial
child,alpha005,ABAPC (bb-nor),2688,child_abapc_bb_norapprox_matched10_gsq_searchv3_graphmetrics,2228,4165,1699,529,4165,0,768,385,931,144,0,0,4165,0,165,0,165,0,0,0.88,3.0,49.0,0.8,3.0,47.0,268.0,106.58695840835571,2228,73,frozen_initial
child,alpha005,ABAPC (bb-nor),3199,child_abapc_bb_norapprox_matched10_gsq_searchv3_graphmetrics,2118,4439,1516,602,4439,0,816,484,700,118,2,0,4437,0,163,0,163,0,0,0.92,2.0,44.0,0.84,0.0,0.0,288.0,102.77954912185669,2118,63,frozen_initial
child,alpha005,ABAPC (bb-nor),3578,child_abapc_bb_norapprox_matched10_gsq_searchv3_graphmetrics,2160,3964,1592,568,3964,0,802,449,790,119,0,0,3964,0,165,0,165,0,0,0.88,3.0,61.0,0.84,0.0,0.0,288.0,95.07606816291809,2160,68,frozen_initial
child,alpha005,ABAPC (bb-nor),7816,child_abapc_bb_norapprox_matched10_gsq_searchv3_graphmetrics,1940,4419,1343,597,4419,0,738,404,605,193,0,0,4419,0,165,0,165,0,0,0.92,2.0,44.0,0.84,0.0,0.0,288.0,98.03112554550171,1940,60,frozen_initial
child,alpha005,ABAPC (bb-nor),7977,child_abapc_bb_norapprox_matched10_gsq_searchv3_graphmetrics,2130,4208,1565,565,4206,2,803,406,762,159,0,0,4206,2,164,0,164,0,0,0.902,3.0,24.0,0.8235,3.0,22.0,287.0,104.33241748809814,2130,66,frozen_initial
child,alpha005,ABAPC (bb-nor),8266,child_abapc_bb_norapprox_matched10_gsq_searchv3_graphmetrics,2474,4267,1899,575,4266,1,789,415,1110,160,0,0,4266,1,165,0,165,0,0,0.84,4.0,70.0,0.8,3.0,22.0,291.0,176.6228528022766,2474,72,frozen_initial
child,alpha001,ABAPC (nor),183,child_abapc_nor_matched10_gsq_alpha001,4577,1035,4116,461,1035,0,746,388,3370,73,0,0,1035,0,166,1,165,0,0,0.6122,10.0,165.0,0.5714,10.0,124.0,327.0,1023.4317092895508,4577,138,
child,alpha001,ABAPC (nor),316,child_abapc_nor_matched10_gsq_alpha001,1895,4012,1380,515,4012,0,844,459,536,56,0,0,4012,0,165,0,165,0,0,0.96,1.0,20.0,0.8,2.0,20.0,268.0,447.63840222358704,1895,73,
child,alpha001,ABAPC (nor),2494,child_abapc_nor_matched10_gsq_alpha001,2042,4014,1479,563,4014,0,809,463,670,100,1,0,4013,0,164,0,164,0,0,0.92,2.0,43.0,0.84,0.0,0.0,288.0,490.47178959846497,2042,70,
child,alpha001,ABAPC (nor),2656,child_abapc_nor_matched10_gsq_alpha001,4788,245,4347,441,245,0,577,402,3770,39,0,0,245,0,166,1,165,0,0,0.7556,8.0,118.0,0.5333,11.0,115.0,342.0,2767.758818626404,4788,182,
child,alpha001,ABAPC (nor),2688,child_abapc_nor_matched10_gsq_alpha001,1972,3931,1469,503,3931,0,837,441,632,62,0,0,3931,0,165,0,165,0,0,0.92,2.0,41.0,0.8,3.0,41.0,268.0,463.2856194972992,1972,74,
child,alpha001,ABAPC (nor),3199,child_abapc_nor_matched10_gsq_alpha001,4806,244,4323,483,244,0,599,466,3724,17,0,0,244,0,166,1,165,0,0,0.6957,9.0,105.0,0.6522,9.0,98.0,223.0,2205.843759059906,4806,181,
child,alpha001,ABAPC (nor),3578,child_abapc_nor_matched10_gsq_alpha001,1967,3790,1382,585,3790,0,853,536,529,49,1,0,3789,0,164,0,164,0,0,0.92,2.0,42.0,0.84,0.0,0.0,288.0,433.9963047504425,1967,70,
child,alpha001,ABAPC (nor),7816,child_abapc_nor_matched10_gsq_alpha001,1811,4128,1273,538,4128,0,815,456,458,82,0,0,4128,0,165,0,165,0,0,0.88,3.0,44.0,0.8,2.0,20.0,268.0,369.19703459739685,1811,67,
child,alpha001,ABAPC (nor),7977,child_abapc_nor_matched10_gsq_alpha001,1949,3970,1451,498,3969,1,845,441,606,57,0,0,3969,1,165,0,165,0,0,0.88,3.0,67.0,0.8,2.0,47.0,288.0,463.5544431209564,1949,71,
child,alpha001,ABAPC (nor),8266,child_abapc_nor_matched10_gsq_alpha001,2221,4148,1639,582,4147,1,847,506,792,76,0,0,4147,1,165,0,165,0,0,0.76,6.0,91.0,0.8,3.0,22.0,291.0,532.4524612426758,2221,73,
child,alpha001,ABAPC (bb),183,child_abapc_bb_matched10_gsq_searchv3_alpha001,1472,4140,1037,435,4114,26,730,388,307,47,16,0,4098,26,160,1,159,0,0,0.2519,94.0,143.0,0.237,96.0,53.0,317.0,27018.383222341537,1472,53,dynamic
child,alpha001,ABAPC (bb),316,child_abapc_bb_matched10_gsq_searchv3_alpha001,1748,4159,1243,505,4149,10,844,458,399,47,0,1,4149,9,164,0,164,0,0,0.0948,176.0,184.0,0.1327,173.0,0.0,0.0,31927.772570848465,1748,65,dynamic
child,alpha001,ABAPC (bb),2494,child_abapc_bb_matched10_gsq_searchv3_alpha001,1805,4251,1250,555,4243,8,805,463,445,92,5,0,4238,8,163,0,163,0,0,0.1319,147.0,174.0,0.1429,150.0,39.0,245.0,35444.073576927185,1805,56,dynamic
child,alpha001,ABAPC (bb),2656,child_abapc_bb_matched10_gsq_searchv3_alpha001,1347,3686,914,433,3678,8,567,401,347,32,10,1,3668,7,162,1,161,0,0,0.2,128.0,116.0,0.1647,132.0,66.0,290.0,28807.039703845978,1347,59,dynamic
child,alpha001,ABAPC (bb),2688,child_abapc_bb_matched10_gsq_searchv3_alpha001,1667,4236,1171,496,4229,7,810,440,361,56,27,1,4202,6,162,0,162,0,0,0.1208,117.0,162.0,0.1611,117.0,87.0,260.0,20321.116063594818,1667,62,dynamic
child,alpha001,ABAPC (bb),3199,child_abapc_bb_matched10_gsq_searchv3_alpha001,1346,3704,865,481,3702,2,588,466,277,15,11,0,3691,2,160,1,159,0,0,0.2745,108.0,36.0,0.2353,119.0,36.0,208.0,45169.92453503609,1346,60,dynamic
child,alpha001,ABAPC (bb),3578,child_abapc_bb_matched10_gsq_searchv3_alpha001,1834,3923,1253,581,3919,4,850,535,403,46,4,1,3915,3,161,0,161,0,0,0.1374,101.0,211.0,0.1221,106.0,128.0,285.0,25638.577906847,1834,61,dynamic
child,alpha001,ABAPC (bb),7816,child_abapc_bb_matched10_gsq_searchv3_alpha001,1689,4250,1154,535,4247,3,813,455,341,80,2,1,4245,2,162,0,162,0,0,0.0933,125.0,172.0,0.1067,127.0,81.0,280.0,34335.553804159164,1689,62,dynamic
child,alpha001,ABAPC (bb),7977,child_abapc_bb_matched10_gsq_searchv3_alpha001,1647,4272,1154,493,4266,6,823,441,331,52,22,0,4244,6,158,0,158,0,0,0.2167,83.0,157.0,0.2333,88.0,106.0,321.0,31897.808631181717,1647,60,dynamic
child,alpha001,ABAPC (bb),8266,child_abapc_bb_matched10_gsq_searchv3_alpha001,1877,4492,1299,578,4487,5,837,506,462,72,10,0,4477,5,162,0,162,0,0,0.1505,148.0,125.0,0.1613,153.0,8.0,237.0,39342.92705273628,1877,56,dynamic
child,alpha001,ABAPC (bb-nor),183,child_abapc_bb_norapprox_matched10_gsq_searchv3_alpha001,4577,1035,4116,461,1035,0,746,388,3370,73,0,0,1035,0,166,1,165,0,1,0.6939,8.0,144.0,0.5714,11.0,124.0,307.0,72.16126942634583,4577,138,frozen_initial
child,alpha001,ABAPC (bb-nor),316,child_abapc_bb_norapprox_matched10_gsq_searchv3_alpha001,1895,4012,1380,515,4012,0,844,459,536,56,0,0,4012,0,165,0,165,0,0,0.92,2.0,42.0,0.84,0.0,0.0,288.0,103.65055632591248,1895,73,frozen_initial
child,alpha001,ABAPC (bb-nor),2494,child_abapc_bb_norapprox_matched10_gsq_searchv3_alpha001,2042,4014,1479,563,4014,0,809,463,670,100,1,0,4013,0,164,0,164,0,0,0.88,3.0,46.0,0.84,0.0,0.0,288.0,100.46337842941284,2042,70,frozen_initial
child,alpha001,ABAPC (bb-nor),2656,child_abapc_bb_norapprox_matched10_gsq_searchv3_alpha001,4788,245,4347,441,245,0,577,402,3770,39,0,0,245,0,166,1,165,0,1,0.4762,15.0,216.0,0.4286,15.0,196.0,296.0,75.20731401443481,4788,182,frozen_initial
child,alpha001,ABAPC (bb-nor),2688,child_abapc_bb_norapprox_matched10_gsq_searchv3_alpha001,1972,3931,1469,503,3931,0,837,441,632,62,0,0,3931,0,165,0,165,0,0,0.88,3.0,48.0,0.84,0.0,0.0,288.0,99.3210334777832,1972,74,frozen_initial
child,alpha001,ABAPC (bb-nor),3199,child_abapc_bb_norapprox_matched10_gsq_searchv3_alpha001,4806,244,4323,483,244,0,599,466,3724,17,0,0,244,0,166,1,165,0,1,0.5778,12.0,170.0,0.6222,16.0,124.0,251.0,75.5784866809845,4806,181,frozen_initial
child,alpha001,ABAPC (bb-nor),3578,child_abapc_bb_norapprox_matched10_gsq_searchv3_alpha001,1967,3790,1382,585,3790,0,853,536,529,49,1,0,3789,0,164,0,164,0,0,0.92,2.0,44.0,0.84,0.0,0.0,288.0,89.33529996871948,1967,70,frozen_initial
child,alpha001,ABAPC (bb-nor),7816,child_abapc_bb_norapprox_matched10_gsq_searchv3_alpha001,1811,4128,1273,538,4128,0,815,456,458,82,0,0,4128,0,165,0,165,0,0,0.88,3.0,48.0,0.84,0.0,0.0,288.0,92.50099682807922,1811,67,frozen_initial
child,alpha001,ABAPC (bb-nor),7977,child_abapc_bb_norapprox_matched10_gsq_searchv3_alpha001,1949,3970,1451,498,3969,1,845,441,606,57,0,0,3969,1,165,0,165,0,0,0.88,3.0,67.0,0.8,2.0,47.0,288.0,97.357577085495,1949,71,frozen_initial
child,alpha001,ABAPC (bb-nor),8266,child_abapc_bb_norapprox_matched10_gsq_searchv3_alpha001,2221,4148,1639,582,4147,1,847,506,792,76,0,0,4147,1,165,0,165,0,0,0.92,2.0,42.0,0.8,3.0,22.0,291.0,97.76392555236816,2221,73,frozen_initial
